source,pt_PT
"To set the role {0} in the user {1}, kindly set the {2} field as {3} in one of the {4} record.","Para definir a função {0} no usuário {1}, defina o campo {2} como {3} em um dos registros {4}."
"To use Google Calendar, enable {0}.","Para usar o Google Agenda, ative {0}."
"To use Google Contacts, enable {0}.","Para usar os Contatos do Google, ative {0}."
"To use Slack Channel, add a <a href=""#List/Slack%20Webhook%20URL/List"">Slack Webhook URL</a>.","Para usar o Slack Channel, adicione um <a href=""#List/Slack%20Webhook%20URL/List"">URL do Slack Webhook</a>."
To version,Para a versão
ToDo,ToDo
Toggle Awesomebar,Alternar barra incrível
Toggle Chart,Alternar gráfico
Toggle Grid View,Alternar visualização em grade
Toggle Sidebar,Alternar barra lateral
Toggle sidebar,Alternar barra lateral
Token Cache,Cache de tokens
Token Endpoint Auth Method,Método de autenticação de endpoint de token
Token Type,Tipo de token
Token URI,URI do token
Token is missing,O token está faltando
Too Many Documents,Muitos documentos
Too Many Requests,Muitas solicitações
Too many changes to database in single action.,Muitas alterações no banco de dados em uma única ação.
Too many queued background jobs ({0}). Please retry after some time.,"Muitos trabalhos em segundo plano na fila ({0}). Por favor, tente novamente depois de algum tempo."
Too many requests. Please try again later.,"Muitos pedidos. Por favor, tente novamente mais tarde."
"Too many users signed up recently, so the registration is disabled. Please try back in an hour","Muitos usuários se inscreveram recentemente, então o registro está desativado. Por favor, tente novamente em uma hora"
Top 10,10 principais
Top Bar Item,Item da barra superior
Top Center,Centro superior
Top Errors,Principais erros
Top Left,Canto superior esquerdo
Top Right,Canto superior direito
Total,Total
Total Background Workers,Total de trabalhadores em segundo plano
Total Errors (last 1 day),Total de erros (último 1 dia)
Total Images,Total de imagens
Total Outgoing Emails,Total de Emails enviados
Total Users,Total de usuários
Total Working Time,Tempo total de trabalho
Total:,Total:
Totals,Totais
Totals Row,Linha de totais
Trace ID,ID de rastreamento
Traceback,Rastreamento
Track Email Status,Rastrear status de Email
Track Steps,Rastrear etapas
"Track if your email has been opened by the recipient.|||<br>|||Note: If you're sending to multiple recipients, even if 1 recipient reads the email, it'll be considered ""Opened""","Acompanhe se o seu Email foi aberto pelo destinatário.|||<br>|||Observação: se você estiver enviando para vários destinatários, mesmo que um destinatário leia o Email, ele será considerado ""Aberto"""
Track milestones for any document,Acompanhe marcos de qualquer documento
Tracking URL generated and copied to clipboard,URL de rastreamento gerado e copiado para a área de transferência
Transition Properties,Propriedades de transição
Transition Tasks,Tarefas de Transição
Translate Data,Traduzir dados
Translate Link Fields,Traduzir campos de link
Translate values,Traduzir valores
Translate {0},Traduzir {0}
Translation,Tradução
Translations,Traduções
"Translations can be viewed by guests, avoid storing private details in translations.","As traduções podem ser visualizadas pelos convidados, evite armazenar detalhes privados nas traduções."
Translator,Tradutor
Trash,Lixo
Tree View,Vista em árvore
Tree view is not available for {0},A visualização em árvore não está disponível para {0}
Trigger Primary Action,Acionar ação primária
Trigger caching,Acionar cache
"Trigger on valid methods like ""before_insert"", ""after_update"", etc (will depend on the DocType selected)","Acione métodos válidos como ""before_insert"", ""after_update"", etc (dependerá do DocType selecionado)"
Trim Table,Tabela de corte
Try Again,Tente novamente
Try a Naming Series,Experimente uma série de nomenclatura
Try to avoid repeated words and characters,Tente evitar palavras e caracteres repetidos
Try to use a longer keyboard pattern with more turns,Tente usar um padrão de teclado mais longo e com mais voltas
Type a reply / comment,Digite uma resposta/comentário
Type something in the search box to search,Digite algo na caixa de pesquisa para pesquisar
Type title,Digite o título
Type your reply here...,Digite sua resposta aqui...
Type:,Tipo:
UI Tour,Tour pela IU
UID,UID
UIDNEXT,UIDNEXT
UIDVALIDITY,UIDVALIDADE
"URIs for receiving authorization code once the user allows access, as well as failure responses. Typically a REST endpoint exposed by the Client App.|||<br>e.g. http://hostname/api/method/frappe.integrations.oauth2_logins.login_via_facebook","URIs para recebimento do código de autorização assim que o usuário permitir o acesso, bem como respostas de falha. Normalmente, um endpoint REST exposto pelo aplicativo cliente.|||<br>por exemplo, http://hostname/api/method/frappe.integrations.oauth2_logins.login_via_facebook"
URL,URL
URL contact must start with https://,O contato do URL deve começar com https://
URL must start with http:// or https://,O URL deve começar com http:// ou https://
URL of a human-readable page with info that developers might need.,URL de uma página legível com informações que os desenvolvedores podem precisar.
URL of a web page providing information about the client.,URL de uma página da web que fornece informações sobre o cliente.
URL of human-readable page with info about the protected resource's terms of service.,URL da página legível com informações sobre os termos de serviço do recurso protegido.
URL of human-readable page with info on requirements about how the client can use the data.,URL da página legível com informações sobre os requisitos sobre como o cliente pode usar os dados.
URL of the page,URL da página
URL that points to a human-readable policy document for the client. Should be shown to end-user before authorizing.,URL que aponta para um documento de política legível para o cliente. Deve ser mostrado ao usuário final antes da autorização.
URL that points to a human-readable terms of service document for the client. Should be shown to end-user before authorizing.,URL que aponta para um documento de termos de serviço legível para o cliente. Deve ser mostrado ao usuário final antes da autorização.
URL that references a logo for the client.,URL que faz referência a um logotipo do cliente.
URL to go to on clicking the slideshow image,URL para acessar ao clicar na imagem da apresentação de slides
UTM Campaign,Campanha UTM
UTM Medium,Médio UTM
UTM Source,Fonte UTM
UUID,UUID
Un-following document {0},Documento que não segue {0}
Unable to find DocType {0},Não foi possível encontrar DocType {0}
Unable to load camera.,Não foi possível carregar a câmera.
Unable to load: {0},Não foi possível carregar: {0}
Unable to open attached file. Did you export it as CSV?,Não foi possível abrir o arquivo anexado. Você exportou como CSV?
Unable to read file format for {0},Não foi possível ler o formato de arquivo de {0}
Unable to send mail because of a missing email account. Please setup default Email Account from Settings > Email Account,Não é possível enviar Email devido a uma conta de Email ausente. Configure a conta de Email padrão em Configurações > Conta de Email
Unable to update event,Não foi possível atualizar o evento
Unable to write file format for {0},Não foi possível gravar o formato de arquivo para {0}
Uncaught Exception,Exceção não detectada
Unchanged,Inalterado
Undo,Desfazer
Undo last action,Desfazer a última ação
Unfollow,Deixar de seguir
Unhandled Email,Email não tratado
