 to your browser,para o seu navegador
"You can only upload JPG, PNG, PDF, TXT, CSV or Microsoft documents.","Você só pode fazer upload de documentos JPG, PNG, PDF, TXT, CSV ou Microsoft."
You can only upload upto 5000 records in one go. (may be less in some cases),Você só pode fazer upload de até 5.000 registros de uma só vez. (pode ser menor em alguns casos)
"You can select one from the following,","Você pode selecionar um dos seguintes,"
You can set a high value here if multiple users will be logging in from the same network.,Você pode definir um valor alto aqui se vários usuários fizerem login na mesma rede.
You can try changing the filters of your report.,Você pode tentar alterar os filtros do seu relatório.
You can use Customize Form to set levels on fields.,Você pode usar Personalizar formulário para definir níveis nos campos.
You can use wildcard %,Você pode usar curinga%
You can't set 'Options' for field {0},Você não pode definir 'Opções' para o campo {0}
You can't set 'Translatable' for field {0},Você não pode definir 'Traduzível' para o campo {0}
You cancelled this document,Você cancelou este documento
You cancelled this document {1},Você cancelou este documento {1}
You cannot create a dashboard chart from single DocTypes,Você não pode criar um gráfico de painel a partir de DocTypes únicos
You cannot unset 'Read Only' for field {0},Você não pode cancelar a definição de 'Somente leitura' para o campo {0}
You changed the value of {0},Você alterou o valor de {0}
You changed the value of {0} {1},Você alterou o valor de {0} {1}
You changed the values for {0},Você alterou os valores de {0}
You changed the values for {0} {1},Você alterou os valores de {0} {1}
You changed {0} to {1},Você alterou {0} para {1}
You created this,Você criou isso
You do not have Read or Select Permissions for {},Você não tem permissões de leitura ou seleção para {}
You do not have enough permissions to access this resource. Please contact your manager to get access.,Você não tem permissões suficientes para acessar este recurso. Entre em contato com seu gerente para obter acesso.
You do not have enough permissions to complete the action,Você não tem permissões suficientes para concluir a ação
You do not have permission to access {0}: {1}.,Você não tem permissão para acessar {0}: {1}.
You do not have permissions to cancel all linked documents.,Você não tem permissão para cancelar todos os documentos vinculados.
You don't have access to Report: {0},Você não tem acesso ao Relatório: {0}
You don't have permission to access the {0} DocType.,Você não tem permissão para acessar o {0} DocType.
You don't have permission to access this file,Você não tem permissão para acessar este arquivo
You don't have permission to get a report on: {0},Você não tem permissão para receber um relatório sobre: ​​{0}
You don't have the permissions to access this document,Você não tem permissão para acessar este documento
You have a new message from: ,Você tem uma nova mensagem de:
You have been successfully logged out,Você foi desconectado com sucesso
You have hit the row size limit on database table: {0},Você atingiu o limite de tamanho de linha na tabela do banco de dados: {0}
You have not entered a value. The field will be set to empty.,Você não inseriu um valor. O campo será definido como vazio.
You have received a ‚ù§Ô∏è like on your blog post,Você recebeu um ‚ù§Ô∏è like na postagem do seu blog
You have to enable Two Factor Auth from System Settings.,Você deve ativar a autenticação de dois fatores nas configurações do sistema.
You have unsaved changes in this form. Please save before you continue.,Você tem alterações não salvas neste formulário. Salve antes de continuar.
You have unseen notifications,Você tem notificações não vistas
You have unseen {0},Você não viu {0}
You haven't added any Dashboard Charts or Number Cards yet.,Você ainda não adicionou nenhum gráfico de painel ou cartão numérico.
You hit the rate limit because of too many requests. Please try after sometime.,"Você atingiu o limite de taxa devido a muitas solicitações. Por favor, tente depois de algum tempo."
You last edited this,Você editou isso pela última vez
You must add atleast one link.,Você deve adicionar pelo menos um link.
You must be logged in to use this form.,Você deve estar logado para usar este formulário.
You must login to submit this form,Você deve fazer login para enviar este formulário
You need the '{0}' permission on {1} {2} to perform this action.,Você precisa da permissão '{0}' em {1} {2} para executar esta ação.
You need to be Workspace Manager to delete a public workspace.,Você precisa ser Workspace Manager para excluir um espaço de trabalho público.
You need to be Workspace Manager to edit this document,Você precisa ser Gerente do Workspace para editar este documento
You need to be a system user to access this page.,Você precisa ser um usuário do sistema para acessar esta página.
You need to be in developer mode to edit a Standard Web Form,Você precisa estar no modo de desenvolvedor para editar um formulário da Web padrão
You need to be logged in and have System Manager Role to be able to access backups.,Você precisa estar logado e ter a função de gerente do sistema para poder acessar os backups.
You need to be logged in to access this page,Você precisa estar logado para acessar esta página
You need to be logged in to access this {0}.,Você precisa estar logado para acessar este {0}.
You need to create these first: ,Você precisa criá-los primeiro:
You need to enable JavaScript for your app to work.,Você precisa habilitar o JavaScript para que seu aplicativo funcione.
"You need to have ""Share"" permission","Você precisa ter permissão para ""Compartilhar"""
You need to install pycups to use this feature!,Você precisa instalar pycups para usar este recurso!
You need to select indexes you want to add first.,Você precisa selecionar os índices que deseja adicionar primeiro.
You need to set one IMAP folder for {0},Você precisa definir uma pasta IMAP para {0}
You need write permission on {0} {1} to merge,Você precisa de permissão de gravação em {0} {1} para mesclar
You need write permission on {0} {1} to rename,Você precisa de permissão de gravação em {0} {1} para renomear
You need {0} permission to fetch values from {1} {2},Você precisa de permissão de {0} para buscar valores de {1} {2}
You removed attachment {0},Você removeu o anexo {0}
You seem good to go!,Você parece pronto para ir!
You seem to have written your name instead of your email. Please enter a valid email address so that we can get back.,"Parece que você escreveu seu nome em vez de seu e-mail. Por favor, insira um endereço de e-mail válido para que possamos retornar."
You selected Draft or Cancelled documents,Você selecionou documentos Rascunho ou Cancelados
You submitted this document,Você enviou este documento
You submitted this document {0},Você enviou este documento {0}
You unfollowed this document,Você deixou de seguir este documento
You viewed this,Você viu isso
You've logged in as another user from another tab. Refresh this page to continue using system.,Você fez login como outro usuário em outra guia. Atualize esta página para continuar usando o sistema.
Your Country,Seu país
Your Language,Seu idioma
Your Name,Seu nome
Your PDF is ready for download,Seu PDF está pronto para download
Your Shortcuts,Seus atalhos
Your account has been deleted,Sua conta foi excluída
Your account has been locked and will resume after {0} seconds,Sua conta foi bloqueada e será retomada após {0} segundos
Your assignment on {0} {1} has been removed by {2},Sua tarefa em {0} {1} foi removida por {2}
Your browser does not support the audio element.,Seu navegador não suporta o elemento áudio.
Your browser does not support the video element.,Seu navegador não suporta o elemento vídeo.
Your connection request to Google Calendar was successfully accepted,Sua solicitação de conexão com o Google Agenda foi aceita com sucesso
Your email address,Seu endereço de email
Your form has been successfully updated,Seu formulário foi atualizado com sucesso
Your login id is,Seu ID de login é
Your new password has been set successfully.,Sua nova senha foi definida com sucesso.
Your old password is incorrect.,Sua senha antiga está incorreta.
Your organization name and address for the email footer.,Nome e endereço da sua organização para o rodapé do e-mail.
"Your query has been received. We will reply back shortly. If you have any additional information, please reply to this mail.","Sua consulta foi recebida. Responderemos em breve. Se você tiver alguma informação adicional, responda a este e-mail."
"Your session has expired, please login again to continue.","Sua sessão expirou, faça login novamente para continuar."
Your site is undergoing maintenance or being updated.,Seu site está em manutenção ou sendo atualizado.
Your verification code is {0},Seu código de verificação é {0}
Zero,Zero
Zero means send records updated at anytime,Zero significa enviar registros atualizados a qualquer momento
